cell_ID	Chi1	Chi2	
9541	1510.73	58.9955
9542	317.205	58.7119
9543	1635.06	77.3378
9544	506.923	56.6103
9545	2047.13	45.6661
9546	373.625	54.8357
9547	1907.6	51.6449
9548	331.51	72.7705
9549	1626.78	102.231
9550	176.671	147.408
9551	236.525	65.0735
9552	174.408	94.5311
9553	415.332	61.0785
9554	188.931	82.5968
9555	802.485	62.2218
9556	-1	-1
9557	923.588	57.1596
9558	-1	-1
9559	984.482	65.3717
9560	181.644	40.213
9561	1266.04	41.1498
9562	206.725	39.6407
9563	1353.32	20.4896
9564	404.578	76.6167
9565	1986.67	84.196
9566	281.263	101.175
9567	1340.25	81.702
9568	252.385	65.0736
9569	1086.47	24.5802
9570	271.553	65.2144
9571	1182.87	33.8039
9572	326.989	77.5426
9573	1379.59	71.6061
9574	291.881	86.3707
9575	1388.66	79.2415
9576	377.379	82.4352
9577	1370.35	74.0619
9578	389.306	105.988
9579	1453.57	70.793
9580	405.622	79.8717
9581	1543.97	95.934
9582	354.145	88.7989
9583	1463.71	73.9317
9584	595.108	96.6246
9585	1828.11	75.8916
9586	523.438	94.0519
9587	1879.27	78.5909
9588	499.681	64.731
9589	2716.14	61.2748
9590	540.368	74.6619
9591	1888.91	49.4662
9592	500.531	105.13
9593	1608.35	102.66
9594	477.31	83.5972
9595	1525.5	96.8944
9596	376.111	70.4095
9597	996.724	30.9379
9598	-1	-1
9599	195.423	100.395
9600	-1	-1
9601	606.356	42.1618
9602	136.17	27.9681
9603	1066.01	25.3223
9604	168.524	16.8226
9605	1128.11	25.8932
9606	200.982	19.4132
9607	1239.18	37.1364
9608	183.366	27.1564
9609	731.059	21.8997
9610	150.559	20.7861
9611	889.494	30.7293
9612	194.749	41.2595
9613	1072.31	30.8814
9614	176.187	21.3177
9615	1101.63	65.3305
9616	216.619	15.53
9617	1113.47	44.9454
9618	254.563	36.3497
9619	1126.87	34.1928
9620	230.309	16.2252
9621	1102.98	46.7361
9622	297.101	41.2241
9623	1249	41.2531
9624	274.49	17.0072
9625	1356.94	36.3302
9626	325.938	29.1912
9627	1348.06	31.7468
9628	359.172	32.8477
9629	1302.33	48.6738
9630	337.307	36.7243
9631	1272.99	35.0349
9632	213.974	27.6653
9633	1250.97	42.5689
9634	265.163	21.5524
9635	808.53	24.1502
9636	320.652	33.0652
9637	1332.45	43.0666
9638	337.974	62.3316
9639	985.171	46.0693
9640	579.101	31.3455
9641	1759.25	43.7582
9642	370.238	36.0068
9643	1776.77	54.984
9644	410.463	30.2934
9645	1143.93	46.6146
9646	-1	-1
9647	203.901	31.8916
9648	-1	-1
9649	476.342	23.7005
9650	140.582	17.4603
9651	818.264	38.6531
9652	131.427	31.883
9653	758.291	40.4236
9654	170.678	32.0097
9655	1083.59	23.8675
9656	275.636	14.3007
9657	1282.71	40.4694
9658	312.28	16.6582
9659	1384.03	30.5644
9660	333.808	45.5277
9661	1274.92	33.3976
9662	342.427	28.2803
9663	1571.88	42.1977
9664	198.73	22.4121
9665	1070.01	46.3399
9666	224.964	18.0967
9667	1160.27	34.4471
9668	327.366	63.6491
9669	1156.38	28.9936
9670	261.552	23.8384
9671	1126.17	32.4803
9672	258.731	17.3139
9673	1172.86	22.232
9674	363.905	55.2598
9675	1210.31	31.6099
9676	367.573	15.4455
9677	1318.76	20.2532
9678	347.785	35.4199
9679	1486.7	43.8191
9680	324.323	51.1734
9681	1481.87	56.8468
9682	334.927	31.787
9683	1144.13	54.7191
9684	391.097	32.6058
9685	1323.63	25.5423
9686	323.227	29.4764
9687	989.053	27.0729
9688	446.612	46.1105
9689	1129.59	38.3965
9690	412.983	26.8682
9691	1381.63	47.8656
9692	308.83	34.6703
9693	1076.85	48.7933
9694	-1	-1
9695	129.068	36.8607
9696	162.549	44.5827
9697	459.849	27.6612
9698	210.433	19.2782
9699	1031.43	34.1467
9700	270.461	57.0193
9701	988.676	72.1842
9702	238.765	38.8534
9703	-1	-1
9704	-1	-1
9705	187.777	57.4061
9706	-1	-1
9707	257.27	50.3308
9708	212.307	35.2756
9709	826.013	35.9365
9710	244.224	37.5954
9711	835.616	45.2977
9712	299.354	80.6496
9713	1096	82.1811
9714	371.878	46.7003
9715	1076.22	53.4458
9716	388.76	53.0201
9717	1305.34	52.5087
9718	389.29	41.0747
9719	1253.18	21.3143
9720	493.98	58.4344
9721	1190.74	43.0452
9722	418.599	30.2022
9723	1354.91	39.4969
9724	403.991	29.932
9725	1108.99	56.6251
9726	515.178	64.218
9727	1299.53	49.052
9728	517.396	71.2143
9729	1323.75	51.3834
9730	425.417	24.4484
9731	1302.27	45.6356
9732	453.442	31.348
9733	1428.77	28.5957
9734	469.708	16.5484
9735	1254.87	40.4574
9736	749.374	61.3352
9737	1695.53	43.7726
9738	639.684	36.3877
9739	1790.05	48.2244
9740	380.15	32.896
9741	1064.97	30.9748
9742	-1	-1
9743	250.661	65.5081
9744	165.957	48.2598
9745	425.322	23.2216
9746	179.672	30.5109
9747	699.883	33.9384
9748	266.252	30.9047
9749	1151.47	50.3886
9750	250.955	21.506
9751	1049.34	38.8934
9752	327.649	57.5711
9753	1396.11	59.0582
9754	431.386	86.4468
9755	1330.34	31.8855
9756	378.143	24.6093
9757	1325.17	38.9925
9758	519.945	34.3439
9759	1368.53	42.0895
9760	329	38.3266
9761	990.274	60.1871
9762	355.526	64.6254
9763	1031.43	38.2526
9764	362.46	25.0732
9765	1223.7	28.2285
9766	420.414	60.6463
9767	1470.17	33.1573
9768	414.402	28.5074
9769	-1	-1
9770	484.981	28.2607
9771	1680.73	57.6547
9772	475.768	40.683
9773	1306.83	40.3418
9774	460.844	40.5579
9775	1418.67	27.9378
9776	656.827	46.3002
9777	1675.2	43.7495
9778	648.001	46.161
9779	1729.79	43.6925
9780	713.47	42.2474
9781	1837.51	26.6909
9782	686.606	47.8692
9783	1649.61	60.0517
9784	694.87	46.6001
9785	1536.03	35.2891
9786	625.759	28.9928
9787	1354.09	38.0116
9788	509.595	30.8461
9789	1164.85	25.5355
9790	-1	-1
9791	176.133	33.0224
9792	149.019	23.3223
9793	583.49	27.4762
9794	253.456	12.9186
9795	886.615	43.2853
9796	297.602	30.2882
9797	1155.49	34.1034
9798	359.527	30.4977
9799	953.746	28.9375
9800	-1	-1
9801	196.297	26.5019
9802	150.799	16.7657
9803	187.979	19.8398
9804	266.253	14.0625
9805	901.078	33.6653
9806	250.618	20.5421
9807	17189.7	311.284
9808	356.051	17.9366
9809	968.206	38.9645
9810	345.227	24.5583
9811	959.847	24.9051
9812	-1	-1
9813	238.968	17.2352
9814	-1	-1
9815	228.548	16.6191
9816	486.466	41.9174
9817	1365.33	92.3989
9818	477.944	30.0332
9819	698.419	29.1215
9820	499.203	32.0215
9821	1333.88	33.2786
9822	447.984	34.9006
9823	976.756	42.4422
9824	437.14	30.4634
9825	921.51	38.0776
9826	539.634	38.9068
9827	842.238	41.4221
9828	442.087	23.4107
9829	1216.55	51.54
9830	408.106	21.5563
9831	999.632	30.7697
9832	4576.58	103.639
9833	1586.72	55.9563
9834	681.387	33.2312
9835	1580.64	26.4185
9836	490.246	20.802
9837	1183.1	26.933
9838	-1	-1
9839	177.021	30.2033
9840	142.851	32.0365
9841	492.759	38.4139
9842	180.28	5.66849
9843	775.293	45.2427
9844	262.838	34.6795
9845	790.888	40.9259
9846	253.783	21.9418
9847	1088.73	31.7973
9848	360.02	63.8844
9849	1039.44	33.7585
9850	459.431	62.8733
9851	1439.81	50.2244
9852	468.803	36.7594
9853	1267.2	30.0089
9854	529.322	23.3184
9855	1192.14	34.0893
9856	421.865	38.5138
9857	970.922	30.5041
9858	411.125	27.5913
9859	1073.44	46.8148
9860	470.768	37.9385
9861	1060.43	24.9669
9862	475.294	25.6373
9863	1044.28	32.4447
9864	585.167	34.8905
9865	1354.13	37.4477
9866	592.505	50.8258
9867	1010.46	41.9697
9868	518.405	30.058
9869	1130.51	52.0228
9870	537.473	41.3868
9871	1271.56	35.6778
9872	4299.72	661.957
9873	230.353	41.8757
9874	-1	-1
9875	279.501	28.0532
9876	5960.65	112.656
9877	233.138	69.6591
9878	8494.98	605.074
9879	258.817	22.854
9880	737.776	34.4541
9881	1058.91	37.1522
9882	672.707	47.8984
9883	1326.24	66.9124
9884	448.956	29.5317
9885	789.061	37.4823
9886	-1	-1
9887	-1	-1
9888	-1	-1
9889	407.184	29.994
9890	222.557	21.056
9891	757.413	35.1399
9892	-1	-1
9893	832.486	28.5266
9894	277.87	40.1032
9895	990.978	33.4612
9896	237.139	16.1157
9897	557.894	30.8058
9898	324.197	34.4615
9899	650.976	29.0089
9900	323.489	27.4729
9901	767.261	23.1059
9902	384.856	33.6073
9903	894.988	50.4964
9904	422.468	33.1634
9905	907.512	64.1496
9906	502.301	53.7573
9907	1053.08	55.3507
9908	453.251	44.3623
9909	978.954	36.0657
9910	398.154	44.1884
9911	964.742	41.8899
9912	570.48	53.5714
9913	1172.97	28.3191
9914	636.995	45.2227
9915	1179.63	31.1054
9916	411.135	34.6565
9917	1022.08	35.9011
9918	561.071	36.6726
9919	1123.52	56.6105
9920	594.554	49.6862
9921	1311.75	32.5313
9922	532.047	37.4933
9923	1235.44	50.6409
9924	519.898	29.5686
9925	1120.17	46.4666
9926	356.585	31.0533
9927	-1	-1
9928	857.408	49.7739
9929	1904.64	50.2437
9930	645.078	51.2114
9931	1733.49	31.494
9932	668.377	51.096
9933	1162.05	34.6597
9934	-1	-1
9935	195.002	33.597
9936	-1	-1
9937	369.913	28.7091
9938	179.977	17.5824
9939	620.876	43.7966
9940	-1	-1
9941	-1	-1
9942	-1	-1
9943	-1	-1
9944	512.685	22.1984
9945	-1	-1
9946	413.844	31.9482
9947	1375.05	29.8977
9948	597.09	31.4693
9949	1051.06	30.5418
9950	454.458	32.7729
9951	-1	-1
9952	485.546	59.9168
9953	1037.13	38.1024
9954	412.774	36.3112
9955	1106.38	35.6756
9956	501.274	35.0913
9957	1218.79	30.6002
9958	567.196	19.6856
9959	1223.99	32.8453
9960	538.678	32.6612
9961	1208.06	48.7587
9962	658.157	45.3192
9963	1222.95	45.1671
9964	690.404	69.0315
9965	1268.57	45.4609
9966	592.335	54.0018
9967	1328.37	52.8149
9968	707.911	53.0059
9969	1453.69	40.6525
9970	931.26	32.8438
9971	1543.6	29.1275
9972	811.959	35.014
9973	1760.98	34.2722
9974	837.213	42.5173
9975	1804.6	38.3735
9976	897.053	53.2049
9977	1065.24	23.9853
9978	729.408	56.0964
9979	1273.45	49.2688
9980	619.081	72.9339
9981	786.208	47.0357
9982	-1	-1
9983	-1	-1
9984	225.099	47.1972
9985	532.001	48.3329
9986	334.584	67.7721
9987	953.691	53.9207
9988	393.657	50.0248
9989	1172.02	83.3075
9990	439.272	80.4822
9991	1030.99	44.2385
9992	349.573	50.2189
9993	737.608	49.5588
9994	402.119	55.9556
9995	912.829	63.2036
9996	411.898	82.189
9997	752.423	72.9523
9998	475.049	72.2808
9999	859.411	43.0768
10000	452.191	68.9987
10001	1010.39	74.7775
10002	383.193	59.1438
10003	958.974	68.8063
10004	495.48	66.8409
10005	933.959	67.15
10006	504.558	66.7858
10007	876.044	51.8462
10008	682.434	72.5096
10009	1145.34	59.2898
10010	531.393	48.4871
10011	914.998	41.6846
10012	483.833	62.8437
10013	1094.39	74.8898
10014	609.359	75.3429
10015	1065.86	43.3454
10016	654.884	61.3843
10017	1192.71	74.4557
10018	613.453	75.2572
10019	1223.46	94.0284
10020	594.076	21.0157
10021	608.507	15.02
10022	826.337	49.7584
10023	1173.24	35.574
10024	1158.51	83.1382
10025	1717.58	60.0993
10026	1002.56	51.3168
10027	1698.92	67.1525
10028	581.111	81.4147
10029	1165.79	66.4109
10030	-1	-1
10031	184.883	75.0757
10032	-1	-1
10033	216.32	41.6054
10034	224.934	69.7795
10035	406.786	57.8073
10036	220.511	83.029
10037	350.721	57.5905
10038	261.479	49.2516
10039	492.128	41.7736
10040	266.2	33.7349
10041	796.299	38.4654
10042	323.919	47.6061
10043	707.506	27.2851
10044	474.382	76.0806
10045	747.404	48.8624
10046	349.24	84.7881
10047	762.223	48.6777
10048	274.128	76.9889
10049	664.675	56.6871
10050	377.077	68.2309
10051	557.948	43.8492
10052	417.987	61.8837
10053	614.286	54.5922
10054	333.82	51.7861
10055	682.907	55.8952
10056	-1	-1
10057	185.028	58.0231
10058	-1	-1
10059	178.888	44.6221
10060	-1	-1
10061	143.703	26.6117
10062	-1	-1
10063	248.437	49.5158
10064	487.648	79.2743
10065	1057.71	58.5765
10066	586.039	63.5304
10067	912.284	51.1233
10068	673.912	61.637
10069	1021.01	61.2756
10070	403.742	74.502
10071	1067.48	63.0488
10072	479.436	73.6585
10073	436.618	40.4034
10074	529.549	67.9735
10075	694.587	61.7895
10076	528.573	68.1885
10077	516.197	50.9513
10078	-1	-1
10079	-1	-1
10080	277.374	26.7294
10081	277.064	25.8338
10082	350.991	27.6172
10083	488.695	21.3909
10084	344.384	36.3517
10085	-1	-1
10086	-1	-1
10087	-1	-1
10088	483.111	31.28
10089	558.056	34.0259
10090	565.822	27.9285
10091	382.192	28.7017
10092	519.494	52.6451
10093	629.036	43.4914
10094	546.85	51.1905
10095	569.106	85.92
10096	200.409	72.7091
10097	-1	-1
10098	178.727	53.8159
10099	135.821	50.1829
10100	634.908	28.5252
10101	441.436	29.8947
10102	683.265	45.4221
10103	610.603	25.0087
10104	206.847	61.9066
10105	122.473	54.6902
10106	171.215	82.5708
10107	116.05	49.6274
10108	866.628	47.5766
10109	633.681	63.3782
10110	940.903	71.3197
10111	686.816	38.4907
10112	431.19	26.0418
10113	561.506	33.7993
10114	708.307	46.0228
10115	489.526	55.1059
10116	553.673	33.9548
10117	340.547	42.0995
10118	584.059	49.5117
10119	622.495	62.3532
10120	1030.21	41.2773
10121	856.583	33.2197
10122	821.649	31.784
10123	451.595	28.6049
10124	458.538	23.0624
10125	285.141	33.0304
10126	150.432	28.604
10127	-1	-1
10128	240.817	41.9227
10129	470.158	33.8226
10130	434.929	25.2822
10131	609.74	24.462
10132	148.081	23.5352
10133	137.669	25.7842
10134	-1	-1
10135	176.613	15.9091
10136	-1	-1
10137	215.776	28.8851
10138	84918.5	5570.31
10139	-1	-1
10140	-1	-1
10141	193.902	24.0152
10142	242.797	23.4074
10143	901.154	56.6337
10144	760.202	58.5435
10145	814.398	31.5747
10146	725.973	27.9432
10147	813.444	28.3862
10148	202.485	16.1446
10149	208.068	17.9451
10150	263.74	38.2124
10151	231.544	30.4637
10152	1131.72	41.3587
10153	1111.18	85.8297
10154	476.158	36.9139
10155	1241.71	29.4822
10156	242.498	21.7627
10157	261.205	39.6101
10158	276.319	36.1839
10159	259.087	29.4275
10160	948.947	36.3271
10161	1225.14	36.0814
10162	860.217	37.0177
10163	972.114	42.4043
10164	-1	-1
10165	1222.05	43.0498
10166	1119.65	25.0181
10167	1204.16	34.3688
10168	1181.27	42.2805
10169	1201.84	36.3742
10170	1047.79	40.6682
10171	1047.91	37.6034
10172	613.737	37.4134
10173	818.612	41.7906
10174	-1	-1
10175	143.656	17.4448
10176	517.411	64.0132
10177	611.635	46.2045
10178	895.974	115.446
10179	945.058	44.3763
10180	663.007	44.4959
10181	1098.01	69.2755
10182	890.287	30.5264
10183	1179.49	67.6108
10184	812.059	57.8164
10185	1021.4	35.5666
10186	934.106	24.2029
10187	1033.48	30.0921
10188	977.991	47.7757
10189	1134.82	29.8416
10190	1021.74	41.5396
10191	1179.86	28.4408
10192	897.841	25.0183
10193	1145.83	49.2314
10194	1055.1	46.5478
10195	1077.63	52.1644
10196	-1	-1
10197	1290.45	25.0669
10198	1070.9	50.4982
10199	1098.47	44.4506
10200	591.205	20.5293
10201	668.233	32.1369
10202	1128.52	36.7064
10203	-1	-1
10204	1214.23	40.682
10205	1311.49	17.73
10206	631.151	38.706
10207	1252.46	38.9017
10208	1279.74	63.9436
10209	1407.72	39.2406
10210	1290.15	28.3646
10211	1369.93	30.7512
10212	1125.78	77.7883
10213	1345.73	63.8861
10214	1277.23	56.4518
10215	1529.48	121.03
10216	1669.49	21.9265
10217	2015.68	49.0546
10218	1569.37	32.4899
10219	1722.03	46.9317
10220	1069.9	34.8743
10221	1259.6	46.4259
10222	230.132	37.9263
10223	216.914	25.9591
10224	536.183	43.7285
10225	655.073	43.186
10226	665.661	35.0502
10227	675.215	33.2364
10228	757.33	67.501
10229	894.895	44.3733
10230	797.704	66.7425
10231	976.206	28.7402
10232	1224.26	53.9151
10233	1475.14	42.8582
10234	1395.66	102.522
10235	1476.94	38.4196
10236	1457.53	44.6585
10237	1565.06	35.7754
10238	1528.58	72.3775
10239	1594.26	40.6825
10240	1072.29	34.5879
10241	1074.23	37.0552
10242	1163.25	41.3647
10243	1272.89	42.958
10244	1244.76	53.897
10245	1400.67	32.7107
10246	1154.18	45.3318
10247	1466.95	43.0907
10248	1254.29	34.4446
10249	1403.68	26.4337
10250	1429.89	53.5982
10251	1330.52	40.2339
10252	1584.7	49.1935
10253	1346.47	39.9962
10254	1505.22	77.9189
10255	1416.86	56.6921
10256	1955.68	79.4784
10257	1822.33	33.0081
10258	1952.43	61.7608
10259	1935.97	72.4105
10260	1851.45	59.1492
10261	2050.43	58.8267
10262	1789.19	68.9853
10263	2063.83	47.5303
10264	1432.75	40.7494
10265	1679.53	31.5655
10266	1314.57	47.1465
10267	967.886	30.3819
10268	958.052	56.2566
10269	1020.23	42.9957
10270	176.972	20.6414
10271	147.423	35.5681
10272	717.587	54.3558
10273	814.708	50.1145
10274	1149.36	50.9344
10275	1330.65	65.1153
10276	1364.5	52.6104
10277	1285.89	22.2847
10278	1252.65	45.621
10279	1360.37	50.1073
10280	1459.89	40.4604
10281	1584.83	26.6508
10282	1362.97	58.998
10283	1613.31	42.2566
10284	1533.46	62.8172
10285	1702.13	84.0285
10286	1776.87	62.0035
10287	1986.37	56.5063
10288	1853.82	65.8491
10289	1547.56	45.0518
10290	1639.62	46.4389
10291	1770.55	43.6455
10292	1656.31	48.6038
10293	1510.92	38.9079
10294	1793.87	40.8196
10295	1670.82	50.4716
10296	1896.47	57.9052
10297	1964.55	62.0143
10298	1823.62	43.9736
10299	1713.74	21.8456
10300	1737.34	66.1643
10301	1863.59	35.4473
10302	1969.57	73.2474
10303	2029.09	47.6411
10304	2004.1	103.88
10305	2045.09	30.1378
10306	2042.67	70.3817
10307	2122.44	43.2054
10308	1889.64	51.5043
10309	1767.42	30.0351
10310	1911.33	64.8284
10311	1682.32	37.7036
10312	2279.44	61.0867
10313	2272.92	52.4605
10314	1907.58	39.7141
10315	1838.61	54.5372
10316	1194.39	38.572
10317	1115.89	37.7023
10318	292.38	52.6995
10319	237.227	42.8517
10320	814.937	74.3901
10321	955.358	62.1229
10322	1071.64	62.8236
10323	1226.71	71.7129
10324	1733.38	35.6948
10325	417.637	56.6707
10326	-1	-1
10327	2014.12	63.291
10328	1723.41	31.5853
10329	1575.15	34.2173
10330	1951.89	40.864
10331	973.728	37.1868
10332	1795.76	41.1001
10333	1521.92	52.0483
10334	1892.52	46.5313
10335	1798.91	30.8556
10336	1686.44	45.7189
10337	1638.42	47.0032
10338	2067.51	45.1004
10339	2003.02	50.4817
10340	2271.74	70.6457
10341	2164.89	62.1347
10342	2116.73	31.5165
10343	2255.5	34.6011
10344	2005.02	31.2169
10345	1984.32	38.7575
10346	2115.19	37.9726
10347	2022.62	41.6686
10348	2409.12	49.0391
10349	2385.45	49.019
10350	2010.35	46.2357
10351	2339.83	59.4572
10352	1967.92	30.6912
10353	1955.42	26.1942
10354	1995.87	55.5201
10355	2117.75	96.2146
10356	1994.41	35.6221
10357	786.71	31.9972
10358	1960.84	25.1713
10359	1996.83	41.3739
10360	2050.07	44.3777
10361	2199.35	51.8464
10362	1768.36	36.1684
10363	-1	-1
10364	1418.66	56.4876
10365	1130.06	91.8494
10366	212.947	44.3189
10367	267.316	76.8518
10368	1608.61	51.6588
10369	1452.38	39.7384
10370	2526	42.5948
10371	2109.23	47.0229
10372	2291.13	34.0774
10373	2572.65	59.6638
10374	2434.34	32.7743
10375	2749.93	48.09
10376	2742.96	34.5267
10377	2415.06	46.9986
10378	2269.53	35.9036
10379	2688.6	67.5187
10380	2877.74	45.6318
10381	2555.88	32.9944
10382	2739.72	58.9868
10383	2832.09	55.9876
10384	2412.22	41.7518
10385	2212.72	75.8629
10386	2472.79	30.3523
10387	2692.97	33.0914
10388	2236.73	38.9964
10389	2382.37	38.6264
10390	2123.73	49.587
10391	2044.97	47.3462
10392	2367.45	60.2561
10393	2152.09	41.3524
10394	2319.21	54.3065
10395	2465.81	37.9588
10396	1988.28	48.8624
10397	2224.11	35.3367
10398	1885.81	52.1787
10399	1802.53	43.9033
10400	802.404	57.0178
10401	2019.9	61.2126
10402	1952.15	50.3486
10403	2021.27	60.3435
10404	1918.6	50.0301
10405	1709.03	28.4593
10406	1827.6	53.1391
10407	2146.8	51.5289
10408	1846.74	42.6845
10409	1551.82	44.5708
10410	1400.38	33.1987
10411	1613.28	41.142
10412	947.733	36.5022
10413	834.059	50.2993
10414	159.342	22.7394
10415	171.53	43.3783
10416	1501.4	40.9803
10417	1621.69	42.9908
10418	2352.29	67.5616
10419	2397.15	69.366
10420	2832.6	32.8211
10421	2022.79	39.6041
10422	2829.66	44.9891
10423	2702.47	52.0427
10424	2252.7	35.3745
10425	2211.69	61.1736
10426	2318.75	37.6651
10427	2761.43	51.603
10428	2890.05	45.7104
10429	2565.66	52.0037
10430	2538.7	46.4261
10431	2388.91	56.5545
10432	2373.01	44.6919
10433	2237.95	58.2356
10434	2121.06	49.8508
10435	2374.84	64.7818
10436	2546.95	36.3769
10437	2138.84	60.6916
10438	2745.6	48.6424
10439	2311.43	81.9262
10440	2184.17	67.2941
10441	2230.93	89.4245
10442	2281.81	38.1359
10443	1850.49	63.3941
10444	2491.19	48.2224
10445	1923.13	57.081
10446	2048.9	49.6761
10447	2180.53	101.147
10448	1884.41	37.5234
10449	2060.92	57.6
10450	1836.69	50.9258
10451	-1	-1
10452	1610.38	39.4154
10453	1810.17	97.3034
10454	1668.29	41.4183
10455	1732.14	41.3744
10456	1759.08	38.6442
10457	1412.71	49.4803
10458	1288.05	33.4555
10459	1269.37	44.0933
10460	1158.37	47.009
10461	713.529	32.0807
10462	166.347	33.0047
10463	152.197	32.7435
10464	1239.93	33.905
10465	1100.28	28.579
10466	1654.39	59.314
10467	1486.39	42.175
10468	1857.63	40.719
10469	1682.45	59.1916
10470	1987.7	74.4256
10471	1910.34	65.7184
10472	2242.85	38.0553
10473	2125.33	80.2893
10474	1023.72	35.2312
10475	2343.81	66.3853
10476	2321.8	30.3771
10477	2135.52	41.2958
10478	2280.07	55.7992
10479	2216.85	53.3698
10480	1664.26	47.9023
10481	1552.03	30.771
10482	1650.42	46.2868
10483	1599.94	40.5795
10484	1356.07	25.6591
10485	1371.99	52.6067
10486	1537.4	53.6028
10487	1507.32	48.595
10488	1695.15	47.773
10489	1479.73	66.4441
10490	1515.8	44.6749
10491	1224.18	67.9454
10492	1358.16	61.1926
10493	1157.53	47.7389
10494	1270.69	45.8887
10495	1255.83	40.4179
10496	1623.97	43.5559
10497	1530.36	88.6113
10498	1621.51	50.5763
10499	1501.35	65.197
10500	1570.28	38.3137
10501	1426.95	59.6848
10502	1173.94	47.5204
10503	1214.33	60.6856
10504	1097.21	41.4067
10505	-1	-1
10506	1115.13	44.0258
10507	967.469	54.4267
10508	497.494	19.8991
10509	601.68	44.2445
10510	-1	-1
10511	-1	-1
10512	1358.7	27.9075
10513	1196.57	54.7101
10514	1914.02	80.0478
10515	2124.8	55.1474
10516	2420.68	80.2743
10517	2151.84	50.3533
10518	2097.43	66.1475
10519	2162.53	48.2818
10520	1089.89	27.7585
10521	1408.07	39.7338
10522	1643.66	35.6044
10523	1433.45	35.4147
10524	1769.79	43.3366
10525	1439.15	32.2593
10526	1463.36	57.5778
10527	1417.85	41.9045
10528	1376.28	63.9983
10529	1386.43	50.1219
10530	1118.94	39.1964
10531	1344.43	34.9072
10532	1411.76	30.8982
10533	1167.34	48.4114
10534	1471.26	44.1255
10535	1146.86	35.6402
10536	1737.67	43.7396
10537	1203.74	55.5487
10538	1552.62	40.8597
10539	1753.85	78.4245
10540	1238.27	31.5944
10541	1101.63	39.2491
10542	1262.83	54.7599
10543	1165.12	83.8579
10544	1202.99	33.8881
10545	978.168	36.7052
10546	1039.42	31.7088
10547	1071.25	49.2299
10548	1049.82	27.0201
10549	884.215	34.6519
10550	1050.14	36.9619
10551	810.88	68.1973
10552	1374.71	31.2676
10553	900.359	52.0506
10554	1173.08	44.5865
10555	878.825	49.8285
10556	669.361	36.1424
10557	684.706	38.5014
10558	-1	-1
10559	-1	-1
10560	-1	-1
10561	-1	-1
10562	-1	-1
10563	-1	-1
10564	-1	-1
10565	-1	-1
10566	-1	-1
10567	-1	-1
10568	-1	-1
10569	-1	-1
10570	-1	-1
10571	-1	-1
10572	-1	-1
10573	-1	-1
10574	-1	-1
10575	-1	-1
10576	1528.22	34.3247
10577	1094.32	41.29
10578	1365.72	50.8907
10579	1154.03	27.3841
10580	1388.97	35.5216
10581	1098.76	29.2776
10582	1291.82	69.066
10583	1225.23	41.9329
10584	1335.2	75.3737
10585	1113.78	36.8262
10586	1198.26	38.5932
10587	1081.05	32.922
10588	1000.79	48.2894
10589	935.172	34.9582
10590	1161.64	50.9181
10591	829.084	31.9612
10592	1322.28	63.7801
10593	1273.89	53.967
10594	1422.26	48.7535
10595	1085.32	34.273
10596	1378.81	38.6826
10597	993.231	49.6228
10598	1238.14	59.4191
10599	887.261	52.0257
10600	937.728	35.1033
10601	726.143	35.9614
10602	757.707	33.2614
10603	693.635	40.0478
10604	536.215	29.1231
10605	481.612	24.9697
10606	-1	-1
10607	-1	-1
10608	-1	-1
10609	-1	-1
10610	-1	-1
10611	-1	-1
10612	-1	-1
10613	-1	-1
10614	-1	-1
10615	-1	-1
10616	-1	-1
10617	-1	-1
10618	-1	-1
10619	-1	-1
10620	-1	-1
10621	-1	-1
10622	-1	-1
10623	-1	-1
10624	697.986	32.0281
10625	1024	35.4785
10626	700.024	23.7047
10627	881.215	54.7524
10628	723.453	50.9451
10629	913.407	30.2806
10630	653.08	27.6645
10631	846.191	40.0741
10632	832.247	48.2756
10633	823.677	63.1144
10634	753.82	41.0877
10635	856.004	25.7539
10636	702.272	31.3294
10637	790.567	39.6309
10638	686.209	32.3182
10639	725.899	54.4954
10640	547.196	26.9608
10641	639.075	46.1109
10642	621.999	28.2251
10643	605.749	26.0847
10644	590.341	47.3873
10645	623.678	28.7654
10646	537.288	38.9177
10647	621.638	54.9093
10648	583.963	39.2127
10649	659.133	49.7932
10650	288.707	29.285
10651	613.663	26.2184
10652	262.033	16.6835
10653	307.927	27.2362
10654	-1	-1
10655	-1	-1
10656	512.72	30.5277
10657	528.869	60.6314
10658	793.61	32.9222
10659	388.297	45.7505
10660	544.832	27.619
10661	637.286	38.9418
10662	878.114	30.8323
10663	557.329	47.9483
10664	1046.05	58.8713
10665	835.194	29.3175
10666	175.972	26.7765
10667	641.312	33.8722
10668	910.244	30.8811
10669	714.385	49.6451
10670	912.502	37.6359
10671	646.876	50.5461
10672	979.108	50.5021
10673	439.602	41.16
10674	701.391	34.4788
10675	521.03	28.3757
10676	932.088	35.3476
10677	317.306	19.1146
10678	603.944	32.93
10679	518.524	26.4483
10680	588.971	43.7149
10681	467.11	42.666
10682	821.659	26.6285
10683	524.67	23.2256
10684	603.185	32.417
10685	379.196	30.4409
10686	652.588	31.6032
10687	424.878	22.8324
10688	624.904	30.1988
10689	223.736	17.55
10690	828.135	32.19
10691	405.705	38.8871
10692	676.985	48.2607
10693	311.821	30.5344
10694	629.323	16.7129
10695	405.897	50.079
10696	606.218	26.4948
